record_id,fault_type,Va_rms,Vb_rms,Vc_rms,Ia_rms,Ib_rms,Ic_rms,frequency_hz,voltage_unbalance_pct,current_unbalance_pct,zero_seq_voltage,zero_seq_current,fault_resistance_ohm,fault_location_pct,duration_ms
FR-00224,LLG,77.75,67.85,230.76,457.28,689.36,99.73,49.579,83.94,75.99,125.45,415.46,1.61,14.5,76.2
FR-00200,LLG,70.48,230.62,72.74,875.75,100.26,453.43,50.024,85.07,83.8,124.61,476.48,12.1,73.3,67.1
FR-00165,LL,124.93,107.03,230.71,597.63,544.77,100.23,49.886,49.59,75.8,154.22,414.21,5.58,89.3,168.3
FR-00110,LG,231.58,108.44,230.9,100.45,433.78,100.21,49.893,43.02,105.12,190.31,211.48,12.75,10.8,90.5
FR-00229,LLG,229.24,23.79,78.23,99.67,513.66,464.91,50.706,107.6,72.27,110.42,359.41,1.21,9.9,98.4
FR-00141,LL,129.05,123.68,232.78,427.16,455.15,101.37,50.505,43.83,69.09,161.84,327.89,8.93,7.3,118.0
FR-00122,LL,121.36,231.05,136.32,521.05,100.23,262.36,50.028,41.83,76.9,162.91,294.55,11.83,13.4,141.0
FR-00334,LLLG,22.2,19.88,16.91,1358.66,966.48,1349.32,49.681,14.0,21.09,19.67,1224.82,8.0,43.3,81.8
FR-00052,NONE,230.22,229.67,229.78,100.05,100.01,100.17,49.957,0.14,0.1,229.89,100.08,,,0.0
FR-00057,NONE,229.8,230.39,230.73,99.76,99.93,99.95,50.024,0.22,0.12,230.3,99.88,,,0.0
FR-00238,LLG,92.11,229.84,28.82,773.56,100.42,538.16,50.135,96.58,78.67,116.92,470.71,9.71,96.2,161.8
FR-00289,LLL,32.62,53.3,63.16,652.84,785.58,963.73,50.358,34.37,20.36,49.69,800.72,14.99,25.5,27.1
FR-00159,LL,229.89,102.67,124.65,100.04,350.18,288.86,50.452,50.84,59.39,152.4,246.36,11.36,57.7,108.6
FR-00086,LG,231.2,230.48,96.32,100.43,100.39,497.24,49.761,48.21,113.7,186.0,232.69,5.41,16.6,24.5
FR-00214,LLG,72.78,231.65,23.89,618.01,101.02,614.61,50.222,111.66,77.28,109.44,444.55,11.79,96.4,68.6
FR-00121,LL,119.52,133.21,230.58,379.91,394.13,100.09,50.126,43.12,65.65,161.11,291.38,7.38,58.4,122.9
FR-00341,LLLG,30.6,42.59,24.17,1139.24,1211.53,1114.89,49.676,31.23,4.87,32.45,1155.22,14.86,69.7,33.9
FR-00344,LLLG,37.54,14.84,27.82,1212.64,841.84,739.91,49.783,44.5,30.19,26.73,931.46,2.14,69.4,85.4
FR-00241,LLL,45.83,65.08,55.67,1113.17,1054.21,995.62,49.903,17.46,5.58,55.53,1054.33,8.58,62.7,96.8
FR-00307,LLLG,18.48,43.39,28.13,1226.7,1168.48,903.06,50.388,44.62,17.86,30.0,1099.41,11.98,46.3,135.6
FR-00305,LLLG,15.52,41.38,45.53,1015.08,1051.48,749.88,50.279,54.54,20.12,34.14,938.81,9.94,25.0,147.7
FR-00271,LLL,57.49,30.04,25.01,1197.21,779.01,857.61,49.805,53.25,26.74,37.51,944.61,10.22,97.4,137.7
FR-00088,LG,232.45,230.84,50.48,100.76,100.71,540.58,49.501,70.52,118.55,171.26,247.35,11.64,21.4,178.8
FR-00328,LLLG,37.4,44.61,18.67,962.89,1035.91,985.29,50.273,44.37,4.14,33.56,994.7,10.12,57.3,53.0
FR-00166,LL,74.87,99.09,229.66,384.65,525.26,99.73,49.514,70.7,70.37,134.54,336.55,11.01,9.9,31.8
FR-00360,LLLG,31.57,21.24,40.67,1350.28,1128.34,1239.03,50.026,31.85,8.96,31.16,1239.22,13.35,52.3,141.2
FR-00250,LLL,38.13,40.56,51.64,867.01,1026.31,642.64,49.709,18.86,23.98,43.44,845.32,0.11,97.3,93.8
FR-00221,LLG,231.95,24.31,67.27,100.82,517.59,594.11,49.608,115.08,75.05,107.85,404.18,3.13,27.7,24.1
FR-00256,LLL,54.36,25.82,65.21,787.54,673.13,679.28,49.474,46.72,10.41,48.46,713.32,2.47,26.1,148.3
FR-00106,LG,78.55,230.9,231.6,606.4,100.54,100.39,50.125,56.45,125.34,180.35,269.11,9.75,2.0,106.9
FR-00077,LG,233.56,54.27,230.81,101.36,481.78,100.21,49.452,68.61,111.51,172.88,227.78,7.28,68.4,157.9
FR-00183,LLG,68.02,233.06,79.58,632.77,100.54,654.71,50.853,83.68,78.27,126.88,462.68,0.25,46.1,61.4
FR-00050,NONE,229.92,230.32,229.93,99.92,100.43,99.7,49.983,0.11,0.41,230.06,100.02,,,0.0
FR-00080,LG,60.89,229.87,231.04,408.3,100.45,100.31,50.073,64.99,101.11,173.93,203.02,8.39,51.0,102.6
FR-00006,NONE,229.56,229.5,230.42,100.27,100.06,100.02,49.93,0.26,0.15,229.83,100.11,,,0.0
FR-00018,NONE,229.77,230.04,230.38,99.92,100.18,99.9,50.038,0.14,0.18,230.06,100.0,,,0.0
FR-00235,LLG,229.64,53.77,73.98,99.7,665.53,486.86,50.43,92.76,76.11,119.13,417.36,1.28,74.5,63.5
FR-00231,LLG,41.41,79.53,230.66,480.9,831.19,100.18,50.097,96.81,78.72,117.2,470.76,14.54,80.8,101.2
FR-00094,LG,101.81,231.68,231.66,538.95,100.48,100.59,50.194,45.96,118.49,188.38,246.67,3.53,34.2,111.8
FR-00242,LLL,49.8,52.56,24.53,804.94,1164.13,657.17,49.055,42.01,32.98,42.3,875.42,2.65,40.2,95.4
FR-00117,LG,230.42,230.52,89.9,100.41,100.35,554.18,49.97,51.04,120.22,183.61,251.65,7.31,73.9,60.6
FR-00301,LLLG,45.29,27.75,22.15,837.34,802.38,915.74,49.552,42.74,7.5,31.73,851.82,13.74,68.2,21.6
FR-00107,LG,233.31,230.44,78.48,100.99,100.24,877.86,49.471,56.58,144.06,180.75,359.7,7.64,64.3,51.4
FR-00188,LLG,81.58,49.69,230.57,550.07,411.48,100.15,49.689,91.17,71.7,120.61,353.9,11.62,45.6,93.2
FR-00163,LL,127.95,230.99,107.33,430.28,100.24,577.45,49.736,48.62,72.86,155.42,369.32,12.05,88.0,20.8
FR-00233,LLG,230.45,46.79,32.42,100.47,527.85,750.09,50.01,123.26,78.13,103.22,459.47,12.96,13.9,40.7
FR-00135,LL,101.37,231.62,76.19,347.41,101.03,560.19,50.325,69.82,69.95,136.39,336.21,12.64,56.8,82.7
FR-00290,LLL,35.04,33.27,67.68,634.25,842.74,845.67,49.63,49.31,18.08,45.33,774.22,13.25,38.9,86.6
FR-00227,LLG,64.59,229.64,55.78,463.87,100.51,434.82,49.801,96.82,69.82,116.67,333.06,6.0,70.7,129.5
FR-00215,LLG,230.84,43.64,86.88,100.45,826.92,485.02,50.863,91.64,78.66,120.45,470.8,3.06,11.7,30.4
FR-00191,LLG,40.96,231.65,79.18,480.9,100.35,643.49,49.906,97.54,75.42,117.26,408.25,1.89,87.5,89.0
FR-00319,LLLG,44.1,29.08,20.84,767.81,1327.33,1235.78,49.162,40.73,30.85,31.34,1110.31,4.94,74.7,124.9
FR-00030,NONE,229.64,230.31,230.18,99.87,99.84,99.82,49.965,0.18,0.03,230.04,99.85,,,0.0
FR-00170,LL,231.09,111.41,125.97,100.4,369.66,564.32,49.582,47.99,70.88,156.16,344.79,10.13,15.4,35.3
FR-00181,LLG,38.89,82.06,232.02,564.42,471.12,101.07,50.4,97.2,73.32,117.66,378.87,2.36,68.1,150.5
FR-00101,LG,59.39,229.95,230.67,712.4,99.99,100.78,50.035,65.74,134.04,173.34,304.39,0.21,3.6,40.9
FR-00198,LLG,68.23,232.05,67.01,869.42,100.42,571.31,50.505,89.53,80.45,122.43,513.72,3.95,63.0,108.5
FR-00210,LLG,31.17,83.4,229.56,511.49,615.05,99.98,49.68,100.12,75.55,114.71,408.84,10.43,48.4,106.1
FR-00136,LL,231.22,149.54,102.12,100.25,382.7,286.05,49.883,43.65,60.89,160.96,256.33,12.92,82.3,145.6
FR-00339,LLLG,13.49,31.34,43.2,1013.72,985.92,1266.73,50.218,54.04,16.34,29.34,1088.79,2.18,94.7,27.3
FR-00309,LLLG,23.1,33.03,15.78,1284.3,1397.1,1110.23,50.412,37.78,12.16,23.97,1263.87,4.04,50.8,74.6
FR-00199,LLG,230.57,63.86,51.96,100.37,756.3,874.51,49.937,99.69,82.61,115.46,577.06,6.42,65.4,75.3
FR-00167,LL,231.34,96.0,85.74,100.92,339.22,516.13,49.765,68.01,68.34,137.69,318.76,7.9,47.3,140.7
FR-00317,LLLG,26.11,45.3,42.99,918.47,1076.72,797.16,50.255,31.54,15.68,38.13,930.78,5.03,42.8,176.6
FR-00137,LL,87.11,231.32,83.08,271.37,100.67,547.18,50.134,72.84,78.58,133.84,306.41,1.83,80.7,133.8
FR-00132,LL,148.94,119.22,229.85,493.79,469.39,100.62,50.149,38.46,71.62,166.0,354.6,6.6,31.7,176.2
FR-00040,NONE,229.84,229.8,230.12,99.91,99.97,100.17,49.973,0.09,0.16,229.92,100.02,,,0.0
FR-00216,LLG,90.01,57.76,230.97,605.06,873.32,100.73,50.157,82.95,80.86,126.25,526.37,3.47,28.1,171.9
FR-00044,NONE,230.16,230.59,229.61,99.89,99.66,100.16,50.031,0.22,0.25,230.12,99.9,,,0.0
FR-00055,NONE,229.99,229.72,230.09,99.65,100.29,100.09,49.973,0.09,0.36,229.93,100.01,,,0.0
FR-00342,LLLG,46.23,44.37,42.08,759.8,1144.49,1046.33,49.704,4.86,22.75,44.22,983.54,10.83,38.2,139.5
FR-00337,LLLG,27.37,27.66,21.4,1316.8,803.71,1065.53,49.778,16.01,24.32,25.48,1062.02,7.22,77.8,88.3
FR-00036,NONE,230.28,230.14,229.91,100.04,100.14,100.14,49.979,0.09,0.07,230.11,100.11,,,0.0
FR-00277,LLL,41.14,40.43,45.26,865.99,1061.0,1098.45,49.582,7.06,14.13,42.28,1008.48,0.15,63.4,85.4
FR-00125,LL,75.9,230.0,118.66,484.94,99.77,459.32,49.904,62.52,71.33,141.52,348.01,6.37,62.1,132.8
FR-00143,LL,232.14,113.71,76.18,100.73,272.7,253.6,49.393,65.02,51.81,140.68,209.01,0.66,73.8,148.3
FR-00111,LG,232.78,70.5,231.24,101.08,606.76,100.13,49.419,60.43,125.29,178.17,269.33,8.81,22.8,39.7
FR-00315,LLLG,44.22,30.86,26.46,815.38,832.84,889.25,50.039,30.65,5.13,33.85,845.83,0.21,26.0,114.2
FR-00108,LG,230.54,68.2,231.41,100.67,779.52,100.66,50.093,61.41,138.42,176.72,326.95,4.03,38.2,124.9
FR-00013,NONE,230.46,229.92,230.31,100.05,99.99,99.92,49.966,0.13,0.07,230.23,99.99,,,0.0
FR-00273,LLL,53.62,34.79,58.73,851.31,613.69,1117.68,49.873,29.07,29.83,49.05,860.89,11.27,31.3,176.0
FR-00048,NONE,229.91,229.99,229.88,100.34,100.06,99.95,50.029,0.03,0.22,229.93,100.11,,,0.0
FR-00204,LLG,56.24,232.06,68.08,632.82,100.5,447.18,50.272,95.35,74.46,118.79,393.5,9.97,76.1,51.4
FR-00308,LLLG,32.83,13.57,42.69,946.05,1131.89,1280.61,49.77,54.3,15.49,29.7,1119.52,9.16,19.2,63.0
FR-00120,LG,77.28,231.89,231.54,816.49,100.61,100.77,50.075,57.12,140.65,180.23,339.29,1.1,10.9,175.3
FR-00022,NONE,229.55,230.27,229.76,100.05,99.77,99.75,49.957,0.18,0.19,229.86,99.86,,,0.0
FR-00084,LG,231.54,232.09,57.13,101.19,101.0,822.29,49.849,67.09,140.79,173.59,341.49,6.25,65.6,22.2
FR-00131,LL,80.61,231.14,86.56,358.79,100.65,580.33,49.519,74.09,70.96,132.77,346.59,2.43,10.3,126.9
FR-00230,LLG,56.47,58.4,232.92,566.1,710.43,101.04,50.818,100.92,78.0,115.93,459.19,11.77,19.3,156.9
FR-00353,LLLG,28.03,28.65,13.28,822.1,1099.13,1252.29,50.001,43.04,22.29,23.32,1057.84,13.24,83.1,134.2
FR-00287,LLL,68.31,28.89,57.71,1070.25,1050.54,718.41,49.864,44.06,24.09,51.63,946.4,2.21,37.8,107.3
FR-00124,LL,99.58,231.56,100.54,448.84,100.27,517.55,50.358,60.93,71.8,143.89,355.56,2.45,91.0,124.9
FR-00034,NONE,229.88,230.71,230.52,100.13,99.95,99.93,50.025,0.21,0.13,230.37,100.01,,,0.0
FR-00340,LLLG,33.52,36.67,45.72,821.8,1007.91,816.19,50.47,18.33,14.28,38.64,881.97,7.12,28.2,106.4
FR-00005,NONE,230.71,230.22,229.84,99.83,99.94,100.31,50.0,0.2,0.28,230.26,100.03,,,0.0
FR-00020,NONE,229.91,229.66,230.17,99.94,100.08,100.19,50.03,0.11,0.13,229.91,100.07,,,0.0
FR-00220,LLG,39.53,230.62,66.83,862.45,100.44,846.83,49.959,105.31,83.35,112.33,603.24,4.91,68.4,71.7
FR-00357,LLLG,44.42,34.55,16.49,1093.07,1333.28,1064.62,50.153,48.17,14.58,31.82,1163.66,4.94,28.4,163.4
FR-00150,LL,91.9,84.62,232.56,483.4,254.29,101.17,50.687,70.55,72.88,136.36,279.62,1.98,8.2,178.1
FR-00225,LLG,30.46,229.93,71.65,658.18,100.54,748.0,49.658,107.74,79.98,110.68,502.24,2.0,15.0,29.2
FR-00248,LLL,56.6,64.77,47.03,798.28,781.44,1197.82,50.398,16.22,29.38,56.13,925.85,5.23,81.5,143.8
FR-00320,LLLG,30.97,32.31,25.65,901.77,910.26,820.48,50.055,13.47,6.5,29.64,877.5,6.96,35.2,41.1
FR-00152,LL,138.67,232.71,110.37,392.8,100.24,574.72,50.837,44.92,71.84,160.58,355.92,2.45,50.9,179.3
FR-00292,LLL,64.6,53.17,51.25,1096.18,1073.84,757.83,50.146,14.66,22.35,56.34,975.95,14.42,14.7,170.7
FR-00234,LLG,66.37,81.35,230.59,654.87,750.1,99.73,49.934,82.86,80.12,126.11,501.57,2.09,29.9,171.2
FR-00011,NONE,229.93,229.82,229.63,100.14,99.93,100.23,50.007,0.07,0.17,229.79,100.1,,,0.0
FR-00280,LLL,50.65,51.53,40.91,622.19,848.65,691.45,50.046,14.23,17.74,47.7,720.76,2.34,59.3,150.3
FR-00072,LG,98.98,230.93,230.91,434.5,100.69,100.41,49.739,47.05,105.08,186.94,211.87,6.11,66.4,168.8
FR-00253,LLL,29.34,65.16,33.69,830.78,766.76,617.22,50.053,52.49,16.39,42.73,738.26,11.69,26.7,144.2
FR-00093,LG,40.71,230.37,229.82,894.66,100.27,100.16,49.84,75.62,145.09,166.96,365.03,0.11,69.5,79.9
FR-00193,LLG,26.46,232.15,68.04,865.47,100.84,525.82,50.126,113.21,79.73,108.88,497.38,1.96,96.0,26.0
FR-00258,LLL,47.42,35.23,36.78,877.61,750.15,761.81,49.994,19.12,10.18,39.81,796.53,8.82,61.5,43.5
FR-00351,LLLG,30.43,26.07,21.49,1117.53,1348.1,1092.85,49.997,17.32,13.65,26.0,1186.16,9.36,37.1,125.8
FR-00196,LLG,90.9,230.16,81.4,709.43,100.39,685.65,49.896,71.56,79.86,134.15,498.49,6.06,3.2,135.7
FR-00138,LL,75.35,122.76,231.71,563.68,458.48,100.62,50.496,61.73,73.11,143.27,374.26,4.48,68.4,76.4
FR-00261,LLL,37.22,59.71,33.57,805.99,870.18,1212.35,50.302,37.26,25.91,43.5,962.84,4.43,8.3,84.8
FR-00039,NONE,229.87,229.68,230.1,99.99,100.22,100.46,49.98,0.09,0.24,229.88,100.22,,,0.0
FR-00202,LLG,231.63,35.52,54.8,101.07,522.29,737.32,49.984,115.84,77.72,107.32,453.56,12.54,91.2,104.7
FR-00336,LLLG,32.67,45.48,22.78,1017.19,1089.18,737.88,50.337,35.18,22.17,33.65,948.08,2.06,85.0,147.4
FR-00291,LLL,68.11,34.13,68.18,1203.36,1158.14,724.07,50.671,39.92,29.6,56.81,1028.52,1.18,68.3,178.2
FR-00190,LLG,60.93,231.08,65.58,736.58,100.09,805.52,50.505,93.87,81.71,119.2,547.4,4.69,60.4,79.8
FR-00252,LLL,29.04,43.54,64.05,921.81,1049.98,1056.22,49.983,40.64,8.67,45.54,1009.34,4.4,17.8,20.1
FR-00113,LG,91.01,230.17,229.75,534.59,100.31,100.01,49.506,50.44,118.23,183.64,244.97,0.51,82.4,145.6
FR-00184,LLG,230.57,46.49,47.68,100.34,719.7,871.98,50.151,113.01,82.21,108.24,564.01,3.13,4.9,79.5
FR-00153,LL,120.22,230.86,83.06,438.59,100.48,398.53,50.217,59.53,67.85,144.71,312.53,5.01,66.4,83.4
FR-00313,LLLG,22.03,34.27,17.67,1246.43,1255.13,854.07,49.879,39.0,23.64,24.66,1118.54,1.47,51.7,114.1
FR-00326,LLLG,45.06,12.39,33.61,1145.55,829.97,848.97,49.416,59.18,21.67,30.36,941.49,3.11,9.5,142.1
FR-00192,LLG,82.86,230.1,58.23,484.37,100.09,476.4,49.916,85.97,71.7,123.73,353.62,12.17,92.8,109.9
FR-00045,NONE,230.44,230.2,230.45,99.86,100.4,99.93,50.011,0.07,0.34,230.37,100.06,,,0.0
FR-00276,LLL,44.13,52.66,29.37,689.18,927.48,1043.43,49.599,30.16,22.28,42.05,886.69,13.15,82.6,109.9
FR-00007,NONE,229.77,230.29,230.56,100.27,100.32,99.79,49.983,0.19,0.33,230.21,100.13,,,0.0
FR-00251,LLL,38.71,66.62,39.82,639.62,762.85,891.94,50.045,37.69,16.62,48.38,764.8,4.0,29.4,157.7
FR-00312,LLLG,42.74,35.84,20.8,933.13,1326.67,1022.33,49.816,37.21,21.26,33.13,1094.04,9.32,36.8,133.3
FR-00076,LG,231.19,103.64,229.69,100.33,858.27,99.95,49.913,44.92,143.24,188.17,352.85,14.84,83.3,78.1
FR-00001,NONE,230.71,230.3,230.29,100.17,100.3,100.36,50.009,0.12,0.11,230.43,100.28,,,0.0
FR-00069,LG,231.25,64.81,229.9,100.78,748.45,99.66,49.625,63.03,136.63,175.32,316.3,4.14,66.8,63.1
FR-00168,LL,69.44,230.49,122.07,252.35,100.26,481.44,49.691,63.85,73.17,140.67,278.02,5.03,60.2,44.5
FR-00219,LLG,230.4,31.6,59.37,100.19,529.38,772.31,50.083,115.08,78.56,107.12,467.29,4.02,91.3,60.1
FR-00043,NONE,229.39,230.13,230.48,100.1,100.33,99.74,49.988,0.27,0.32,230.0,100.06,,,0.0
FR-00346,LLLG,15.32,12.3,39.51,1088.72,1243.57,839.36,49.804,76.59,20.61,22.38,1057.22,14.22,45.6,92.3
FR-00073,LG,229.07,104.27,232.23,99.72,707.13,101.15,50.709,44.69,133.63,188.52,302.67,11.97,96.2,128.7
FR-00024,NONE,230.88,229.49,229.85,99.93,99.41,99.97,50.039,0.35,0.36,230.07,99.77,,,0.0
FR-00186,LLG,36.77,28.55,229.4,687.07,459.39,100.29,49.532,133.51,75.87,98.24,415.58,4.26,10.4,51.0
FR-00349,LLLG,16.39,25.55,14.48,1086.31,827.63,1228.44,49.658,35.87,20.99,18.81,1047.46,3.91,45.9,161.7
FR-00104,LG,232.6,232.64,42.19,101.33,101.24,411.7,49.917,75.06,101.07,169.14,204.76,6.81,82.9,46.0
FR-00212,LLG,232.45,60.14,50.7,100.85,647.49,873.66,49.876,103.14,81.35,114.43,540.67,6.03,28.6,128.9
FR-00068,LG,107.99,231.85,231.22,315.76,99.94,100.8,50.591,43.27,83.4,190.35,172.17,4.5,23.7,164.9
FR-00026,NONE,229.74,229.86,230.29,100.2,100.01,99.93,50.003,0.14,0.16,229.97,100.04,,,0.0
FR-00197,LLG,92.01,233.13,27.14,754.05,100.92,606.16,50.412,98.53,79.28,117.43,487.04,8.29,22.4,166.1
FR-00176,LL,85.94,123.26,230.13,521.28,416.15,100.27,49.786,57.15,71.01,146.44,345.9,3.67,55.9,63.3
